LogTest.txt,
log,
29732876,-7
29735336,-3
29737792,-3
29740256,-7
29742708,-7
29745164,0
29747600,0
29750048,-3
29752508,-3
29754956,-7
log,
29806708,-3
29809160,-7
29811624,-7
29814080,-3
29816520,0
29818984,-3
29821436,-3
29823896,-3
29826356,-7
29828804,-3
log,
29884408,-7
29886852,0
29889320,-3
29891784,-7
29894236,-7
29896712,-3
29899168,-3
29901632,-11
29904088,-3
29906536,-7
log,
29959400,-3
29961876,-11
29964352,-7
29966820,-11
29969276,-7
29971736,0
29974192,-3
29976660,-7
29979112,-7
29981548,0
log,
30034408,-3
30036876,-7
30039348,-3
30041808,-3
30044256,0
30046708,-7
30049172,-3
30051644,-15
30054100,-3
30056560,-3
log,
30109396,-7
30111872,-7
30114328,-7
30116788,-7
30119272,-11
30121740,-3
30124208,-3
30126664,-3
30129128,-3
30131592,-3
log,
30188312,-7
30190776,-7
30193232,-3
30195684,0
30198136,0
30200596,-7
30203060,-3
30205516,-7
30207960,0
30210424,-3
log,
30261624,-3
30264088,-3
30266552,-3
30268992,0
30271456,0
30273916,-7
30276376,-7
30278832,3
30281268,0
30283740,-11
log,
30334948,-7
30337420,-3
30339856,0
30342324,-3
30344792,-3
30347252,-7
30349716,-7
30352148,0
30354608,-7
30357064,-7
log,
30408832,-3
30411284,-3
30413736,0
30416196,-7
30418632,0
30421096,-3
30423548,-7
30425988,0
30428432,0
30430888,-7
log,
30484788,-3
30487268,-11
30489736,-7
30492188,-3
30494652,-3
30497096,0
30499544,-7
30502000,-3
30504432,0
30506888,-7
log,
30559204,-3
30561672,-7
30564120,3
30566584,-3
30569056,-11
30571532,-7
30573988,-7
30576440,-7
30578900,-7
30581364,-11
log,
30634764,-3
30637232,-7
30639676,0
30642144,-3
30644600,0
30647060,-3
30649524,-7
30651980,-7
30654444,-3
30656908,-3
log,
30708604,-3
30711064,0
30713520,-3
30715988,-7
30718448,-3
30720908,-3
30723368,-7
30725824,-7
30728264,0
30730712,-3
log,
30800460,-3
30802924,-3
30805384,-3
30807840,-3
30810292,-7
30812728,0
30815192,-3
30817656,-7
30820108,-7
30822564,-3
log,
30874800,-7
30877264,-3
30879720,0
30882168,0
30884620,-7
30887076,-3
30889560,-11
30892020,-3
30894476,-3
30896908,0
log,
30948676,-11
30951132,-7
30953596,-3
30956060,-3
30958504,0
30960972,-7
30963432,-3
30965888,-7
30968340,-3
30970776,0
log,
31023096,-3
31025572,-3
31028008,0
31030472,-7
31032912,0
31035376,-7
31037832,0
31040288,-3
31042740,-7
31045176,0
log,
31095820,-7
31098276,-3
31100732,-7
31103184,0
31105640,-3
31108124,-15
31110588,-7
31113016,0
31115476,-3
31117928,-3
log,
31173440,-3
31175908,-7
31178348,0
31180820,-7
31183268,-7
31185728,-3
31188188,-7
31190636,-7
31193104,-3
31195556,-7
log,
31247872,-7
31250336,-7
31252780,0
31255232,-3
31257684,0
31260144,-7
31262608,-3
31265064,-7
31267520,-3
31269964,0
log,
31321080,-3
31323544,-3
31326000,3
31328464,-7
31330916,-7
31333384,3
31335824,0
31338284,-11
31340744,-7
31343200,-3
log,
31394952,-7
31397408,-3
31399884,-3
31402344,0
31404784,0
31407244,-3
31409704,-3
31412180,-11
31414624,0
31417080,-3
log,
31472108,-7
31474572,-7
31477048,-15
31479484,0
31481944,-7
31484412,-11
31486872,-7
31489312,0
31491760,-3
31494224,-7
log,
31547068,-3
31549548,-3
31552000,-3
31554456,-7
31556924,-3
31559376,-7
31561840,-3
31564288,-3
31566748,-7
31569184,0
log,
31621500,-3
31623960,-3
31626420,-3
31628876,-3
31631344,-3
31633792,0
31636260,-7
31638724,-7
31641172,-7
31643636,-7
log,
31695944,-7
31698412,-7
31700876,-7
31703344,-7
31705804,-3
31708264,-3
31710724,-3
31713184,-3
31715644,-3
31718096,-3
log,
31774236,-3
31776676,0
31779140,3
31781596,-3
31784052,3
31786504,-7
31788960,-3
31791412,-3
31793864,-3
31796328,-3
log,
31847452,-3
31849908,-3
31852360,-7
31854828,-3
31857300,-15
31859776,-7
31862236,-3
31864688,-3
31867152,-7
31869608,-7
log,
31923020,-3
31925488,-3
31927960,-7
31930424,3
31932880,-7
31935332,0
31937792,-3
31940228,0
31942672,0
31945124,-7
log,
31995768,-3
31998228,-7
32000688,-7
32003148,0
32005604,-3
32008048,0
32010484,0
32012932,-3
32015392,-7
32017840,-3
log,
32072304,-7
32074772,-3
32077236,-3
32079692,-7
32082132,0
32084596,-11
32087056,-7
32089504,-7
32091936,0
32094392,-7
log,
32146708,-7
32149180,-11
32151652,-11
32154108,-3
32156588,-11
32159048,-7
32161484,0
32163940,-3
32166372,0
32168824,-7
log,
32222224,0
32224680,-3
32227140,-3
32229604,-7
32232060,-3
32234512,0
32236968,-3
32239432,-11
32241872,0
32244320,-3
log,
32296080,-3
32298532,-3
32300980,0
32303440,-3
32305880,0
32308340,-3
32310792,-3
32313232,0
32315672,0
32318124,-7
log,
32372036,-3
32374496,-3
32376952,-3
32379388,0
32381852,-7
32384316,-7
32386760,3
32389204,0
32391656,-7
32394108,-7
log,
32445292,-3
32447764,-3
32450216,-7
32452692,-7
32455156,-3
32457620,-7
32460076,-7
32462528,-3
32464980,-7
32467416,0
log,
32519736,-7
32522212,-3
32524680,-3
32527132,-7
32529608,-3
32532060,-3
32534536,-7
32536972,0
32539404,0
32541844,0
log,
32593024,-3
32595480,-7
32597924,0
32600392,-3
32602856,-7
32605316,-3
32607772,-3
32610212,0
32612652,0
32615104,-3
log,
32669516,-15
32671980,7
32674432,-3
32676916,-11
32679396,-11
32681836,0
32684292,-7
32686760,-15
32689220,-3
32691688,-11
log,
32746216,-7
32748668,0
32751136,-11
32753608,-3
32756068,-7
32758532,-3
32760976,0
32763428,-3
32765908,-11
32768376,-7
log,
32821220,0
32823676,-3
32826132,-3
32828572,0
32831036,-3
32833496,-3
32835948,0
32838396,-3
32840852,-3
32843300,-3
log,
32894472,0
32896928,-3
32899384,-7
32901832,0
32904296,-3
32906736,0
32909192,-7
32911648,3
32914080,0
32916536,-7
log,
32969884,-3
32972340,-7
32974784,0
32977256,-15
32979696,0
32982140,0
32984568,0
32987020,-3
32989480,-7
32991936,-3
log,
33043132,-11
33045592,0
33048040,-7
33050496,-3
33052956,-7
33055408,-3
33057892,-15
33060324,0
33062768,-3
33065204,0
log,
33117520,-3
33119972,-7
33122416,0
33124868,-7
33127328,-7
33129796,-3
33132252,-7
33134708,-7
33137156,-3
33139612,-7
log,
33191924,-7
33194384,-7
33196836,-3
33199324,-11
33201788,-3
33204252,-7
33206696,3
33209148,-7
33211600,-3
33214048,-7
log,
33270196,-7
33272648,-3
33275132,-11
33277596,-3
33280048,0
33282480,0
33284928,-7
33287380,-7
33289828,-3
33292284,-7
log,
33344600,-3
33347032,0
33349480,0
33351916,0
33354372,-3
33356836,-3
33359268,0
33361712,3
33364168,-3
33366600,0
log,
33416092,0
33418548,-3
33421004,-3
33423476,-7
33425928,-3
33428388,-7
33430852,-7
33433316,-11
33435776,-3
33438224,-3
log,
33491100,-11
33493548,0
33495992,0
33498452,3
33500908,-7
33503368,-3
33505804,0
33508260,-3
33510712,-7
33513140,0
log,
33570380,-3
33572852,-7
33575328,-11
33577764,0
33580228,-7
33582656,0
33585100,0
33587556,-7
33589996,0
33592448,-3
log,
33643548,-3
33645996,-3
33648448,-7
33650908,-7
33653340,0
33655800,-3
33658264,-3
33660712,-7
33663160,0
33665612,-3
log,
33717332,-7
33719796,-7
33722256,-7
33724696,0
33727160,-11
33729624,-3
33732084,-3
33734536,-3
33736980,0
33739412,0
log,
33791136,-7
33793604,-7
33796080,-11
33798540,-3
33801012,-15
33803484,-3
33805940,-3
33808376,0
33810828,-3
33813276,-7
log,
33869952,-7
33872404,-7
33874848,0
33877292,0
33879752,-3
33882232,-11
33884684,-7
33887136,-3
33889612,-11
33892060,-7
log,
33944884,-7
33947336,-3
33949800,-3
33952256,-7
33954696,0
33957168,-7
33959624,-3
33962088,-3
33964536,-7
33967004,-11
log,
34019824,-7
34022284,-7
34024764,-11
34027216,-3
34029700,-11
34032136,0
34034608,-11
34037068,-7
34039520,-3
34041976,-7
log,
34095884,-3
34098356,-7
34100808,3
34103272,-3
34105736,3
34108192,-3
34110648,-3
34113100,-7
34115556,-7
34118012,-7
log,
34172984,-15
34175456,-15
34177920,3
34180392,-19
34182856,-22
34185320,-7
34187776,-22
34190232,-7
34192692,-3
34195156,-15
log,
34250812,-11
34253280,-19
34255744,-7
34258204,-3
34260668,-11
34263128,-3
34265588,11
34268048,11
34270488,0
34272940,19
log,
34326880,15
34329324,0
34331772,7
34334228,19
34336688,3
34339148,15
34341592,7
34344052,19
34346504,19
34348964,22
log,
34399524,7
34401964,0
34404428,15
34406888,3
34409344,11
34411792,7
34414252,3
34416720,-19
34419156,0
34421608,15
log,
34474860,0
34477300,0
34479772,-11
34482256,-22
34484724,-19
34487192,-22
34489660,-38
34492120,-15
34494584,-11
34497044,-49
log,
34553224,-49
34555688,-42
34558168,-42
34560628,-91
34563108,-72
34565572,-76
34568040,-15
34570496,-3
34572948,19
34575412,19
log,
34632140,-22
34634604,-34
34637076,-26
34639540,-22
34642012,-19
34644480,57
34646948,-42
34649412,-45
34651872,-30
34654340,-26
log,
